Date,Avg_temp,Temp_diff,Consumer_price,Cow_disease
20231212,5.4,5.8,92550,195
20231213,6.8,7.7,92490,195
20231214,7.6,2.9,92510,195
20231215,4.9,2.5,97880,195
20231218,-7.7,8.6,97800,195
20231219,-3.7,8.4,97760,195
20231220,-7.4,9.8,97850,195
20231221,-11.7,6.4,96840,195
20231222,-11.6,6.7,94710,195
20231225,-0.7,4.8,94750,195
20231226,1.9,9.8,94780,195
20231227,1.5,9.6,94740,195
20231228,1.2,6.1,94870,195
20231229,1.3,6.1,94700,195
